degree distribution (probability density function of the degree in logarithmic bins) 
7	0.392348
8	0.297532
9	0.20954
10	0.153602
11	0.10721
12	0.083059
13	0.0647086
14.4529	0.101296

degree distribution (degree-occurrences) 
7	0.2175
8	0.178
9	0.146
10	0.1155
11	0.087
12	0.0785
13	0.066
14	0.061
15	0.0505


--------------------------------------
community distribution (size-occurrences)
205	0.111111
207	0.0555556
215	0.166667
216	0.0555556
218	0.111111
221	0.0555556
223	0.0555556
226	0.0555556
227	0.0555556
232	0.0555556
234	0.0555556
239	0.0555556
242	0.111111


--------------------------------------
mixing parameter
0	0.1215
0.0666667	0.0245
0.0746449	0.082
0.087551	0.141
0.1	0.115
0.111111	0.129
0.125	0.138
0.133333	0.026
0.142857	0.18
0.153846	0.0175
0.166667	0.016
0.181818	0.0085
0.226496	0.001

--------------------------------------
