1	779
1	1000
1	1264
1	1270
1	1320
1	1469
1	1776
2	302
2	559
2	567
2	1661
2	1810
2	1941
2	1988
3	130
3	634
3	689
3	704
3	807
3	1153
3	1913
4	265
4	452
4	503
4	1018
4	1165
4	1606
4	1686
5	22
5	261
5	431
5	544
5	1157
5	1210
5	1423
6	434
6	1214
6	1436
6	1505
6	1522
6	1759
6	1920
7	81
7	542
7	858
7	1086
7	1284
7	1881
7	1941
8	107
8	950
8	1494
8	1522
8	1560
8	1704
8	1930
9	426
9	552
9	1206
9	1231
9	1242
9	1526
9	1766
10	216
10	1048
10	1106
10	1160
10	1219
10	1240
10	1516
11	154
11	294
11	1183
11	1306
11	1598
11	1755
11	1790
12	288
12	559
12	570
12	669
12	789
12	1553
12	1649
13	1156
13	1245
13	1292
13	1423
13	1471
13	1569
13	1610
14	68
14	256
14	1347
14	1382
14	1520
14	1521
14	1711
15	686
15	1336
15	1453
15	1599
15	1770
15	1792
15	1809
16	192
16	543
16	933
16	1016
16	1678
16	1726
16	1918
17	531
17	1023
17	1197
17	1528
17	1534
17	1672
17	1797
18	76
18	420
18	638
18	750
18	804
18	909
18	1392
19	187
19	322
19	726
19	1392
19	1549
19	1944
19	1981
20	416
20	636
20	1327
20	1512
20	1540
20	1576
20	1937
21	91
21	119
21	153
21	599
21	1305
21	1381
21	1424
22	5
22	425
22	677
22	779
22	1318
22	1426
22	1667
23	708
23	965
23	1056
23	1331
23	1784
23	1903
23	1970
24	104
24	141
24	441
24	715
24	747
24	1425
24	1715
25	526
25	685
25	990
25	1416
25	1800
25	1917
25	1988
26	582
26	647
26	811
26	997
26	1119
26	1408
26	1876
27	270
27	541
27	1242
27	1248
27	1438
27	1896
27	1933
28	483
28	1324
28	1399
28	1668
28	1679
28	1746
28	1811
29	37
29	591
29	900
29	1098
29	1634
29	1983
29	1996
30	355
30	604
30	964
30	1219
30	1592
30	1635
30	1902
31	235
31	490
31	826
31	944
31	1197
31	1460
31	1743
32	79
32	547
32	691
32	732
32	1231
32	1415
32	1500
33	118
33	138
33	227
33	281
33	1457
33	1616
33	1675
34	371
34	852
34	1009
34	1177
34	1287
34	1371
34	1982
35	532
35	779
35	972
35	1239
35	1667
35	1815
35	1908
36	1020
36	1346
36	1642
36	1725
36	1892
36	1950
36	1976
37	29
37	794
37	909
37	1108
37	1367
37	1682
37	1706
38	459
38	851
38	1085
38	1128
38	1138
38	1400
38	1894
39	361
39	370
39	1058
39	1249
39	1271
39	1630
39	1760
40	116
40	583
40	928
40	1111
40	1117
40	1150
40	1770
41	1111
41	1172
41	1628
41	1840
41	1842
41	1884
41	1957
42	60
42	137
42	144
42	851
42	1258
42	1856
42	1883
43	662
43	729
43	1175
43	1361
43	1746
43	1782
43	1991
44	301
44	368
44	1005
44	1705
44	1708
44	1766
44	1983
45	957
45	1050
45	1260
45	1718
45	1822
45	1831
45	1951
46	125
46	270
46	780
46	836
46	1317
46	1395
46	1755
47	261
47	336
47	429
47	963
47	1616
47	1633
47	1941
48	473
48	649
48	936
48	1014
48	1311
48	1798
48	1925
49	174
49	380
49	557
49	1218
49	1222
49	1455
49	1865
50	334
50	595
50	834
50	1722
50	1819
50	1836
50	1932
51	336
51	1323
51	1353
51	1668
51	1669
51	1731
51	1737
52	263
52	577
52	707
52	1483
52	1657
52	1683
52	1812
53	256
53	327
53	820
53	920
53	1038
53	1152
53	1723
54	199
54	522
54	1686
54	1768
54	1841
54	1951
54	1989
55	110
55	636
55	1153
55	1409
55	1410
55	1566
55	1888
56	417
56	711
56	1327
56	1394
56	1534
56	1717
56	1820
57	243
57	626
57	1460
57	1493
57	1544
57	1844
57	1906
58	614
58	867
58	1080
58	1296
58	1428
58	1947
58	1969
59	103
59	138
59	428
59	737
59	788
59	1413
59	1757
60	42
60	929
60	1026
60	1233
60	1433
60	1585
60	1638
61	251
61	388
61	719
61	986
61	1627
61	1634
61	1703
62	87
62	282
62	844
62	926
62	995
62	1166
62	1559
63	64
63	440
63	801
63	882
63	1245
63	1389
63	1747
64	63
64	715
64	1065
64	1115
64	1629
64	1821
64	1908
65	183
65	558
65	973
65	1507
65	1743
65	1763
65	1793
66	329
66	444
66	788
66	915
66	984
66	1401
66	1554
67	935
67	1051
67	1120
67	1402
67	1406
67	1820
67	1985
68	14
68	140
68	237
68	734
68	1447
68	1615
68	1833
69	756
69	1010
69	1156
69	1349
69	1658
69	1753
69	1790
70	440
70	1302
70	1341
70	1362
70	1417
70	1879
70	1944
71	365
71	457
71	647
71	761
71	993
71	1084
71	1981
72	649
72	1111
72	1530
72	1535
72	1682
72	1873
72	1885
73	508
73	566
73	695
73	722
73	885
73	1106
73	1706
74	220
74	295
74	320
74	361
74	592
74	636
74	1049
75	369
75	950
75	1057
75	1282
75	1622
75	1669
75	1824
76	18
76	304
76	851
76	1057
76	1246
76	1729
76	1804
77	189
77	633
77	1308
77	1351
77	1385
77	1740
77	1794
78	405
78	476
78	494
78	978
78	1350
78	1481
78	1869
79	32
79	314
79	352
79	469
79	713
79	994
79	1118
80	95
80	231
80	605
80	648
80	1305
80	1367
80	1610
81	7
81	697
81	861
81	1334
81	1573
81	1929
81	1965
82	406
82	690
82	1142
82	1256
82	1511
82	1891
82	1908
83	259
83	756
83	876
83	1176
83	1316
83	1752
83	1790
84	102
84	1175
84	1177
84	1242
84	1246
84	1639
84	1862
85	119
85	642
85	701
85	1239
85	1516
85	1716
85	1738
86	108
86	803
86	933
86	1235
86	1452
86	1742
86	1831
87	62
87	425
87	671
87	949
87	1232
87	1455
87	1917
88	458
88	761
88	843
88	956
88	1075
88	1474
88	1738
89	143
89	1227
89	1802
89	1883
89	1903
89	1930
89	1946
90	161
90	414
90	423
90	812
90	1141
90	1511
90	1587
91	21
91	636
91	1116
91	1452
91	1750
91	1814
91	1887
92	558
92	696
92	1139
92	1526
92	1652
92	1685
92	1721
93	563
93	662
93	755
93	922
93	1281
93	1775
93	1870
94	1053
94	1303
94	1467
94	1468
94	1478
94	1679
94	1957
95	80
95	394
95	736
95	758
95	895
95	1832
95	1936
96	300
96	1466
96	1562
96	1651
96	1653
96	1791
96	1986
97	422
97	760
97	893
