1	392
1	709
2	883
2	900
3	16
3	980
4	163
4	905
5	676
5	935
6	90
6	518
7	787
7	810
8	151
8	530
9	341
9	609
10	461
10	645
11	15
11	538
12	71
12	176
13	633
13	684
14	474
14	892
15	11
15	255
16	3
16	638
17	436
17	632
18	99
18	104
19	559
19	608
20	215
20	370
21	141
21	206
22	636
22	748
23	170
23	681
24	479
24	492
25	156
25	358
26	339
26	982
27	583
27	983
28	236
28	817
29	759
29	872
30	303
30	456
31	56
31	649
32	88
32	151
33	659
33	684
34	413
34	426
35	805
35	965
36	775
36	924
37	761
37	978
38	809
38	929
39	133
39	977
40	865
40	957
41	145
41	642
42	912
42	990
43	687
43	845
44	800
44	954
45	323
45	590
46	170
46	876
47	662
47	771
48	475
48	778
49	499
49	882
50	762
50	957
51	257
51	774
52	111
52	790
53	252
53	980
54	659
54	986
55	123
55	926
56	31
56	924
57	554
57	561
58	239
58	904
59	520
59	828
60	376
60	985
61	914
61	977
62	582
62	963
63	641
63	811
64	712
64	906
65	872
65	947
66	551
66	910
67	402
67	734
68	369
68	707
69	659
69	832
70	147
70	916
71	12
71	972
72	317
72	965
73	784
73	887
74	692
74	979
75	638
75	999
76	776
76	909
77	764
77	984
78	761
78	978
79	678
79	974
80	107
80	562
81	209
81	373
82	902
82	998
83	387
83	638
84	699
84	926
85	825
85	960
86	105
86	941
87	920
87	923
88	32
88	819
89	596
89	935
90	6
90	196
91	567
91	870
92	803
92	897
93	621
93	664
94	794
94	971
95	350
95	963
96	409
96	706
97	665
97	846
98	503
98	547
99	18
99	242
100	159
100	695
101	383
101	549
102	315
102	675
103	805
103	955
104	18
104	601
105	86
105	519
106	473
106	929
107	80
107	164
108	761
108	933
109	307
109	396
110	603
110	729
111	52
111	919
112	271
112	766
113	692
113	984
114	773
114	873
115	131
115	497
116	261
116	407
117	880
117	996
118	354
118	553
119	598
119	691
120	451
120	476
121	850
121	887
122	774
122	871
123	55
123	989
124	318
124	347
125	363
125	469
126	567
126	997
127	419
127	901
128	475
128	986
129	175
129	477
130	229
130	991
131	115
131	835
132	838
132	912
133	39
133	619
134	694
134	988
135	142
135	865
136	424
136	757
137	835
137	928
138	737
138	867
139	313
139	965
140	893
140	972
141	21
141	779
142	135
142	447
143	763
143	808
144	294
144	988
145	41
145	215
146	414
146	952
147	70
147	947
148	488
148	951
149	876
149	878
150	405
150	938
151	8
151	32
152	663
152	942
153	458
153	878
154	865
154	999
155	267
155	576
156	25
156	544
157	485
157	994
158	356
158	816
159	100
159	706
160	950
160	972
161	216
161	758
162	639
162	976
163	4
163	997
164	107
164	470
165	374
165	571
166	826
166	877
167	712
167	980
168	927
168	997
169	706
169	869
170	23
170	46
171	796
171	975
172	789
172	947
173	757
173	946
174	580
174	882
175	129
175	353
176	12
176	712
177	365
177	410
178	223
178	626
179	334
179	942
180	611
180	978
181	379
181	738
182	480
182	861
183	814
183	909
184	778
184	969
185	764
185	975
186	466
186	572
187	397
187	920
188	709
188	798
189	354
189	728
190	501
190	868
191	637
191	930
192	645
192	838
193	280
193	999
194	540
194	946
195	718
195	940
196	90
196	889
197	759
197	995
198	204
198	481
199	916
199	946
200	824
200	990
201	292
201	987
202	713
202	795
203	720
203	897
204	198
204	489
205	619
205	884
206	21
206	864
207	271
207	900
208	293
208	853
209	81
209	857
210	467
210	663
211	386
211	904
212	266
212	919
213	300
213	631
214	841
214	913
215	20
215	145
216	161
216	511
217	343
217	780
218	381
218	860
219	305
219	580
220	690
220	992
221	496
221	905
222	591
222	784
223	178
223	946
224	404
224	874
225	379
225	903
226	536
226	913
227	579
227	984
228	741
228	983
229	130
229	825
230	821
230	827
231	799
231	949
232	529
232	798
233	415
233	770
234	774
234	967
235	634
235	961
236	28
236	977
237	517
237	552
238	932
238	985
239	58
239	864
240	411
240	477
241	670
241	827
242	99
242	745
243	554
243	977
244	571
244	887
245	418
245	831
246	657
246	705
247	376
247	993
248	683
248	964
249	326
249	957
250	534
250	999
251	438
251	693
252	53
252	673
253	320
253	983
254	712
254	966
255	15
255	961
256	767
256	991
257	51
257	927
258	678
258	863
259	291
259	824
260	521
260	935
261	116
261	743
262	820
262	909
263	672
263	933
264	801
264	859
265	919
265	955
266	212
266	462
267	155
267	316
268	956
268	989
269	657
269	925
270	891
270	990
271	112
271	207
272	907
272	964
273	337
273	621
274	778
274	945
275	845
275	871
276	425
276	951
277	431
277	750
278	925
278	987
279	626
279	875
280	193
280	694
281	441
281	661
282	478
282	486
283	360
283	631
284	336
284	970
285	325
285	710
286	594
286	976
287	679
287	868
288	755
288	903
289	667
289	932
290	502
290	929
291	259
291	747
292	201
292	988
293	208
293	883
294	144
294	852
295	674
295	982
296	400
296	998
297	763
297	1000
298	700
298	995
299	342
299	858
300	213
300	658
301	368
301	746
302	472
302	975
303	30
303	660
304	510
304	515
305	219
305	935
306	323
306	648
307	109
307	909
308	558
308	817
309	742
309	905
310	612
310	977
311	432
