1	11 
2	2 
3	5 11 
4	3 
5	6 
6	5 6 
7	7 
8	7 
9	3 
10	5 
11	4 
12	10 
13	6 
14	10 
15	4 
16	9 
17	10 
18	11 
19	4 
20	1 
21	8 9 
22	2 
23	10 
24	9 
25	10 
26	8 
27	10 
28	11 
29	1 
30	10 
31	1 
32	7 
33	6 
34	8 
35	4 5 
36	7 
37	8 
38	5 
39	8 
40	9 10 
41	3 
42	10 
43	1 
44	1 
45	5 9 
46	10 
47	8 
48	4 6 
49	5 
50	10 
51	1 
52	8 
53	5 
54	6 
55	5 
56	1 7 
57	8 
58	9 
59	9 
60	10 
61	8 
62	2 9 
63	1 
64	11 
65	1 
66	2 
67	9 
68	4 
69	6 
70	6 8 
71	5 10 
72	8 
73	8 9 
74	1 
75	9 
76	2 
77	7 
78	8 
79	5 
80	5 
81	5 
82	5 
83	1 9 
84	5 
85	6 
86	10 
87	7 
88	7 
89	11 
90	5 
91	4 
92	7 
93	9 
94	11 
95	4 
96	8 
97	7 
98	2 
99	11 
100	8 
101	4 
102	4 
103	4 
104	11 
105	10 
106	7 
107	5 
108	8 
109	4 
110	1 9 
111	8 
112	3 
113	1 
114	1 
115	3 7 
116	8 
117	3 
118	9 
119	6 
120	1 2 
121	8 
122	1 
123	5 
124	6 
125	9 
126	4 
127	3 
128	6 
129	1 
130	6 
131	3 9 
132	10 
133	8 
134	9 
135	9 
136	6 
137	4 5 
138	6 
139	5 
140	5 
141	9 
142	4 
143	3 
144	9 
145	1 3 
146	6 
147	1 8 
148	8 
149	10 
150	2 
151	7 
152	9 
153	10 
154	9 
155	11 
156	10 
157	6 
158	6 
159	8 
160	5 
161	1 
162	2 
163	3 
164	5 
165	10 
166	11 
167	5 
168	4 
169	11 
170	10 
171	3 
172	1 
173	6 
174	11 
175	5 6 
176	5 7 
177	7 
178	4 
179	3 6 
180	8 
181	1 
182	1 
183	2 
184	4 
185	11 
186	5 
187	7 
188	11 
189	9 
190	7 
191	2 
192	9 
193	9 
194	6 9 
195	6 
196	5 
197	1 
198	8 
199	6 
200	4 10 
201	9 
202	6 
203	7 
204	4 
205	8 
206	8 
207	2 3 
208	2 
209	5 
210	6 9 
211	3 
212	8 
213	6 
214	2 
215	1 
216	1 
217	7 
218	11 
219	11 
220	9 
221	3 
222	4 9 
223	4 6 
224	2 
225	1 
226	2 
227	7 
228	10 
229	6 
230	5 8 
231	11 
232	11 
233	3 
234	1 
235	5 
236	8 
237	7 
238	10 
239	8 
240	1 
241	10 
242	11 
243	8 
244	8 10 
245	11 
246	9 
247	10 
248	2 
249	10 
250	9 
251	5 
252	5 
253	10 
254	5 
255	4 
256	7 
257	7 
258	10 
259	4 
260	6 
261	5 
262	1 
263	1 
264	7 
265	4 8 
266	8 
267	2 11 
268	5 
269	9 
270	10 
271	3 
272	2 
273	9 
274	4 
275	1 
276	8 
277	5 
278	9 
279	4 
280	9 
281	8 
282	9 
283	6 
284	8 
285	1 
286	2 
287	7 
288	1 
289	10 
290	5 
291	4 
292	9 
293	2 
294	9 
295	9 
296	8 
297	3 
298	6 
299	6 
300	6 
301	4 
302	3 
303	10 
304	3 
305	11 
306	5 
307	2 
308	11 
309	3 9 
310	2 
311	2 5 
312	3 10 
313	5 
314	10 
315	4 
316	2 
317	8 
318	6 
319	3 
320	10 
321	10 
322	6 
323	5 
324	4 
325	1 
326	10 
327	2 
328	10 
329	6 
330	1 
331	3 
332	1 
333	2 
334	3 
335	8 
336	1 
337	4 9 
338	5 
339	8 
340	2 
341	3 
342	6 
343	7 
344	8 
345	5 
346	5 6 
347	6 
348	7 
349	2 3 
350	4 
351	7 11 
352	7 
353	5 
354	9 
355	6 
356	6 8 
357	6 
358	10 
359	10 
360	7 
361	8 
362	1 4 
363	9 
364	10 
365	7 
366	3 
367	5 
368	4 
369	4 
370	1 
371	8 
372	3 6 
373	5 
374	10 
375	7 
376	10 
377	2 
378	8 
379	1 
380	3 
381	11 
382	10 
383	4 
384	10 
385	10 
386	3 
387	1 
388	11 
389	11 
390	6 
391	11 
392	11 
393	11 
394	2 
395	6 
396	2 4 
397	7 
398	1 
399	2 
400	8 
401	11 
402	9 
403	8 
404	2 9 
405	2 
406	4 
