degree distribution (probability density function of the degree in logarithmic bins) 
2	1.3057
3	0.415064
4	0.180498
5	0.102443
6	0.0501481
7	0.0287714
8	0.0221238
9	0.0168169
10	0.00801746

degree distribution (degree-occurrences) 
2	0.456
3	0.2
4	0.12
5	0.08
6	0.046
7	0.031
8	0.028
9	0.025
10	0.014


--------------------------------------
community distribution (size-occurrences)
92	0.0909091
93	0.0909091
95	0.0909091
96	0.0909091
99	0.181818
102	0.0909091
104	0.181818
107	0.0909091
109	0.0909091


--------------------------------------
mixing parameter
0	0.657
0.10679	0.036
0.135382	0.043
0.166667	0.029
0.2	0.039
0.25	0.035
0.333333	0.072
0.5	0.089

--------------------------------------
