degree distribution (probability density function of the degree in logarithmic bins) 
2	1.27134
3	0.458645
4	0.15944
5	0.101163
6	0.0566892
7	0.0287714
8	0.0197534
9	0.0168169
10	0.00973548

degree distribution (degree-occurrences) 
2	0.444
3	0.221
4	0.106
5	0.079
6	0.052
7	0.031
8	0.025
9	0.025
10	0.017


--------------------------------------
community distribution (size-occurrences)
92	0.0909091
94	0.0909091
95	0.0909091
98	0.181818
99	0.0909091
100	0.0909091
101	0.0909091
105	0.0909091
108	0.0909091
110	0.0909091


--------------------------------------
mixing parameter
0	0.672
0.106006	0.037
0.13373	0.045
0.166667	0.033
0.2	0.04
0.25	0.04
0.333333	0.044
0.5	0.089

--------------------------------------
