20	8	
21	8	
23	8	
29	8	
37	8	
60	8	
69	8	
85	8	
86	8	
88	8	
103	8	
106	8	
110	8	
124	8	
134	8	
142	8	
146	8	
153	8	
159	8	
187	8	
195	8	
197	8	
200	8	
217	8	
227	8	
242	8	
255	8	
264	8	
273	8	
279	8	
280	8	
281	8	
304	8	
326	8	
345	8	
347	8	
361	8	
372	8	
388	8	
409	8	
417	8	
433	8	
434	8	
437	8	
451	8	
468	8	
469	8	
471	8	
479	8	
482	8	
486	8	
491	8	
497	8	
521	8	
530	8	
532	8	
543	8	
546	8	
560	8	
563	8	
566	8	
574	8	
586	8	
588	8	
590	8	
602	8	
603	8	
617	8	
627	8	
628	8	
640	8	
646	8	
653	8	
661	8	
664	8	
676	8	
687	8	
690	8	
696	8	
707	8	
709	8	
711	8	
715	8	
721	8	
730	8	
767	8	
768	8	
779	8	
794	8	
796	8	
801	8	
802	8	
804	8	
817	8	
826	8	
829	8	
831	8	
861	8	
866	8	
868	8	
879	8	
892	8	
896	8	
897	8	
898	8	
902	8	
905	8	
929	8	
945	8	
951	8	
955	8	
959	8	
960	8	
982	8	
985	8	
992	8	
13	5	
32	5	
45	5	
49	5	
73	5	
75	5	
79	5	
80	5	
111	5	
114	5	
115	5	
122	5	
133	5	
137	5	
145	5	
149	5	
160	5	
161	5	
196	5	
206	5	
211	5	
212	5	
214	5	
215	5	
221	5	
236	5	
239	5	
243	5	
266	5	
267	5	
270	5	
276	5	
285	5	
303	5	
317	5	
337	5	
374	5	
379	5	
386	5	
408	5	
424	5	
441	5	
447	5	
461	5	
495	5	
506	5	
519	5	
522	5	
525	5	
542	5	
548	5	
554	5	
555	5	
572	5	
606	5	
616	5	
636	5	
670	5	
674	5	
693	5	
699	5	
702	5	
712	5	
713	5	
741	5	
745	5	
749	5	
757	5	
761	5	
766	5	
770	5	
782	5	
789	5	
800	5	
815	5	
828	5	
842	5	
859	5	
873	5	
874	5	
878	5	
885	5	
887	5	
893	5	
899	5	
907	5	
914	5	
915	5	
967	5	
975	5	
984	5	
990	5	
991	5	
998	5	
16	1	
24	1	
30	1	
52	1	
54	1	
57	1	
70	1	
81	1	
89	1	
92	1	
93	1	
105	1	
108	1	
116	1	
120	1	
139	1	
158	1	
167	1	
173	1	
174	1	
181	1	
183	1	
193	1	
202	1	
205	1	
209	1	
220	1	
256	1	
258	1	
260	1	
282	1	
283	1	
292	1	
311	1	
336	1	
346	1	
348	1	
359	1	
365	1	
378	1	
395	1	
399	1	
401	1	
402	1	
404	1	
406	1	
431	1	
439	1	
444	1	
448	1	
450	1	
478	1	
481	1	
485	1	
488	1	
531	1	
559	1	
575	1	
583	1	
589	1	
612	1	
615	1	
622	1	
657	1	
675	1	
677	1	
683	1	
685	1	
689	1	
691	1	
692	1	
703	1	
716	1	
725	1	
736	1	
740	1	
750	1	
765	1	
771	1	
774	1	
803	1	
808	1	
813	1	
819	1	
821	1	
823	1	
849	1	
863	1	
900	1	
903	1	
910	1	
917	1	
920	1	
943	1	
953	1	
958	1	
961	1	
986	1	
989	1	
4	4	
9	4	
42	4	
48	4	
55	4	
63	4	
64	4	
68	4	
71	4	
109	4	
121	4	
131	4	
154	4	
162	4	
163	4	
172	4	
178	4	
180	4	
188	4	
189	4	
198	4	
224	4	
226	4	
228	4	
232	4	
265	4	
274	4	
277	4	
278	4	
287	4	
296	4	
297	4	
305	4	
307	4	
315	4	
320	4	
335	4	
370	4	
391	4	
394	4	
400	4	
413	4	
428	4	
429	4	
442	4	
459	4	
470	4	
510	4	
518	4	
536	4	
552	4	
558	4	
568	4	
576	4	
582	4	
594	4	
613	4	
630	4	
633	4	
635	4	
637	4	
642	4	
650	4	
678	4	
680	4	
694	4	
698	4	
718	4	
726	4	
733	4	
735	4	
739	4	
751	4	
752	4	
758	4	
764	4	
785	4	
830	4	
837	4	
854	4	
857	4	
877	4	
889	4	
904	4	
906	4	
916	4	
918	4	
921	4	
938	4	
957	4	
966	4	
968	4	
976	4	
995	4	
997	4	
1	6	
12	6	
19	6	
22	6	
25	6	
27	6	
53	6	
59	6	
62	6	
77	6	
82	6	
119	6	
128	6	
143	6	
148	6	
165	6	
169	6	
175	6	
177	6	
191	6	
216	6	
218	6	
219	6	
235	6	
248	6	
252	6	
261	6	
286	6	
290	6	
295	6	
321	6	
343	6	
349	6	
352	6	
353	6	
354	6	
363	6	
375	6	
382	6	
403	6	
453	6	
454	6	
455	6	
456	6	
465	6	
475	6	
484	6	
500	6	
503	6	
511	6	
523	6	
526	6	
527	6	
534	6	
537	6	
539	6	
544	6	
569	6	
570	6	
581	6	
591	6	
593	6	
597	6	
599	6	
607	6	
626	6	
644	6	
648	6	
663	6	
665	6	
697	6	
700	6	
701	6	
704	6	
737	6	
748	6	
753	6	
755	6	
759	6	
763	6	
773	6	
781	6	
786	6	
788	6	
793	6	
822	6	
835	6	
853	6	
856	6	
876	6	
934	6	
944	6	
946	6	
947	6	
970	6	
971	6	
978	6	
987	6	
10	9	
17	9	
18	9	
31	9	
65	9	
94	9	
97	9	
101	9	
127	9	
144	9	
147	9	
150	9	
171	9	
179	9	
182	9	
186	9	
190	9	
199	9	
210	9	
244	9	
246	9	
254	9	
257	9	
275	9	
298	9	
312	9	
344	9	
358	9	
368	9	
373	9	
387	9	
393	9	
396	9	
398	9	
416	9	
423	9	
430	9	
436	9	
449	9	
458	9	
464	9	
466	9	
473	9	
487	9	
498	9	
508	9	
512	9	
514	9	
524	9	
533	9	
535	9	
545	9	
549	9	
562	9	
598	9	
614	9	
621	9	
625	9	
641	9	
647	9	
649	9	
652	9	
656	9	
659	9	
667	9	
708	9	
722	9	
724	9	
754	9	
777	9	
778	9	
791	9	
812	9	
818	9	
838	9	
839	9	
845	9	
846	9	
847	9	
848	9	
860	9	
886	9	
895	9	
908	9	
927	9	
931	9	
933	9	
963	9	
964	9	
977	9	
981	9	
2	4	
35	4	
44	4	
56	4	
72	4	
78	4	
83	4	
84	4	
87	4	
113	4	
125	4	
132	4	
135	4	
136	4	
156	4	
170	4	
222	4	
237	4	
251	4	
253	4	
272	4	
289	4	
293	4	
309	4	
310	4	
338	4	
364	4	
371	4	
389	4	
397	4	
407	4	
415	4	
419	4	
